"Study","Year","Date","Site","Treatment","Cage","Tag","Fullness","Digestion","Total Contents Weight","Taxon","Count","Taxa Weight","Comments"
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"F","RN93",5,5,0.0052,"Diaptomidae adult",1,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"F","RN93",5,5,0.0052,"Pseudodiaptomus forbesi adult",1,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"E","OO19",4,5,0.003,"Acanthocyclops adult",3,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"E","OO19",4,5,0.003,"Eurytemora carolleeae adult",2,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"E","OO19",4,5,0.003,"Insecta adult",2,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"B","RG31",5,4,0.0049,"Acanthocyclops adult",3,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"B","RB43",4,4,0.0033,"Eurytemora carolleeae adult",3,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"B","RB43",4,4,0.0033,"Sinocalanus doerrii adult",1,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"C","RN73",4,5,0.0015,"Acanthocyclops adult",2,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"C","RN73",4,5,0.0015,"Eurytemora carolleeae adult",3,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"C","OO67",4,4,0.003,"Acanthocyclops adult",3,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"C","OO67",4,4,0.003,"Eurytemora carolleeae adult",4,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"B","RA25",4,4,0.0031,"Acanthocyclops adult",5,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"B","RA25",4,4,0.0031,"Eurytemora carolleeae adult",3,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"B","RA25",4,4,0.0031,"Diaptomidae adult",1,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"E","RF92",3,5,0.002,"Acanthocyclops adult",3,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"C","OO27",3,5,0.003,"Acanthocyclops adult",11,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"D","RK47",3,5,0.0019,"Acanthocyclops adult",3,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"D","RC39",4,4,0.0049,"Acanthocyclops adult",5,NA,NA
"Cage Prototypes",2019,2019-05-08,"SDWSC",NA,"D","RH60",3,6,0.0017,"Acanthocyclops adult",10,NA,"1.6999999999999999E-3"
"Cage Prototypes",2019,2019-05-08,"SDWSC",NA,"D","RH60",3,6,0.0017,"Eurytemora carolleeae adult",3,NA,NA
"Cage Prototypes",2019,2019-05-08,"SDWSC",NA,"D","RH60",3,6,0.0017,"Sinocalanus doerrii adult",1,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"D","RN62",4,5,0.0029,"Acanthocyclops adult",15,NA,"2.8999999999999998E-3"
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"D","RN62",4,5,0.0029,"Harpacticoida adult",1,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"D","RN62",4,5,0.0029,"Eurytemora carolleeae adult",8,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"D","RN62",4,5,0.0029,"Sinocalanus doerrii adult",1,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"C","RG30",3,6,6e-04,"Acanthocyclops adult",2,NA,"5.9999999999999995E-4"
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"C","RG30",3,6,6e-04,"Eurytemora carolleeae adult",1,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"D","RG05",3,6,8e-04,"Chironomidae adult",1,NA,"8.0000000000000004E-4"
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"D","RG05",3,6,8e-04,"Acanthocyclops adult",2,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"D","RG05",3,6,8e-04,"Eurytemora carolleeae adult",3,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"D","RI35",4,5,0.0027,"Acanthocyclops adult",1,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"D","RI35",4,5,0.0027,"Eurytemora carolleeae adult",4,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"D","RI35",4,5,0.0027,"Diaptomidae adult",2,NA,"Skistodiaptomus pallidus"
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"C","OO49",3,5,0.0029,"Acanthocyclops adult",6,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"D","RI89",4,5,0.0027,"Acanthocyclops adult",17,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"D","RI89",4,5,0.0027,"Eurytemora carolleeae adult",3,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"E","RL96",3,5,9e-04,"Acanthocyclops adult",3,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"E","RL96",3,5,9e-04,"Eurytemora carolleeae adult",3,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"E","RL96",3,5,9e-04,"Diaptomidae adult",1,NA,"Hesperodiaptomus franciscanus male"
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"E","RH18",3,5,0.0015,"Acanthocyclops adult",4,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"E","RH18",3,5,0.0015,"Eurytemora carolleeae adult",2,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"D","RG08",3,5,0.0013,"Acanthocyclops adult",10,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"D","RF14",3,5,0.0014,"Acanthocyclops adult",8,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"D","RF14",3,5,0.0014,"Eurytemora carolleeae adult",4,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"D","OO04",2,5,0.0011,"Acanthocyclops adult",4,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"E","RL96",3,5,9e-04,"Acanthocyclops adult",3,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"E","RL96",3,5,9e-04,"Eurytemora carolleeae adult",3,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"E","RL96",3,5,9e-04,"Diaptomidae adult",1,NA,"Hesperodiaptomus franciscanus male"
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"E","RH18",3,5,0.0015,"Acanthocyclops adult",49,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"E","RH18",3,5,0.0015,"Eurytemora carolleeae adult",2,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"C","RC11",3,5,7e-04,"Acanthocyclops adult",3,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"C","RC11",3,5,7e-04,"Eurytemora carolleeae adult",1,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"C","RC11",3,5,7e-04,"Diaptomidae adult",1,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"C","RJ54",5,5,0.0032,"Acanthocyclops adult",7,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"C","RJ54",5,5,0.0032,"Eurytemora carolleeae adult",4,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"C","RJ54",5,5,0.0032,"Sinocalanus doerrii adult",1,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"E","RI67",3,5,9e-04,"Acanthocyclops adult",7,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"E","RI67",3,5,9e-04,"Eurytemora carolleeae adult",1,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"E","OO66",4,5,0.0022,"Acanthocyclops adult",12,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"E","OO66",4,5,0.0022,"Eurytemora carolleeae adult",5,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"E","OO66",4,5,0.0022,"Diaptomidae adult",2,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"E","OO66",4,5,0.0022,"Sinocalanus doerrii adult",1,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"C","OO25",3,5,0.0022,"Acanthocyclops adult",12,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"C","OO25",3,5,0.0022,"Eurytemora carolleeae adult",5,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"C","RK31",5,5,0.0035,"Acanthocyclops adult",7,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"C","RK31",5,5,0.0035,"Eurytemora carolleeae adult",12,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"C","RK31",5,5,0.0035,"Sinocalanus doerrii adult",3,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"B","RN05",3,5,0.0024,"Pseudodiaptomus forbesi adult",1,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"B","RN05",3,5,0.0024,"Harpacticoida adult",1,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"B","RN05",3,5,0.0024,"Acanthocyclops adult",3,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"B","RN05",3,5,0.0024,"Eurytemora carolleeae adult",3,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"B","RN05",3,5,0.0024,"Sinocalanus doerrii adult",2,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"C","RC75",5,5,0.0032,"Diaptomidae adult",1,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"C","RC75",5,5,0.0032,"Chironomidae adult",1,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"C","RC75",5,5,0.0032,"Acanthocyclops adult",9,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"C","RC75",5,5,0.0032,"Eurytemora carolleeae adult",2,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"C","RC75",5,5,0.0032,"Sinocalanus doerrii adult",4,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"B","RK94",3,5,0.0016,"Acanthocyclops adult",3,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"B","RK94",3,5,0.0016,"Eurytemora carolleeae adult",1,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"B","RK94",3,5,0.0016,"Sinocalanus doerrii adult",1,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"B","OO98",4,5,0.0056,"Diaptomidae adult",2,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"B","OO98",4,5,0.0056,"Acanthocyclops adult",1,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"B","OO98",4,5,0.0056,"Eurytemora carolleeae adult",3,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"B","RL24",3,5,9e-04,"Acanthocyclops adult",1,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"B","RL24",3,5,9e-04,"Sinocalanus doerrii adult",1,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"B","RD85",4,5,0.0019,"Acanthocyclops adult",1,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"D","RG12",4,5,0.0028,"Acanthocyclops adult",4,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"D","RG12",4,5,0.0028,"Eurytemora carolleeae adult",2,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"D","RG12",4,5,0.0028,"Sinocalanus doerrii adult",2,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"C","RL55",5,5,0.0019,"Diaptomidae adult",2,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"C","RL55",5,5,0.0019,"Acanthocyclops adult",7,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"C","RL55",5,5,0.0019,"Eurytemora carolleeae adult",3,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"B","RH51",4,5,0.0023,"Acanthocyclops adult",6,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"B","RH51",4,5,0.0023,"Eurytemora carolleeae adult",2,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"B","RH51",4,5,0.0023,"Sinocalanus doerrii adult",3,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"A","OO74",5,5,0.0024,"Diaptomidae adult",3,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"A","OO74",5,5,0.0024,"Acanthocyclops adult",2,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"A","OO74",5,5,0.0024,"Eurytemora carolleeae adult",3,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"A","OO74",5,5,0.0024,"Sinocalanus doerrii adult",2,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"A","RI81",3,5,4e-04,"Acanthocyclops adult",1,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"D","RC28",5,5,0.0019,"Acanthocyclops adult",9,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"D","RC28",5,5,0.0019,"Eurytemora carolleeae adult",3,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"D","RC28",5,5,0.0019,"Sinocalanus doerrii adult",1,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"A","RL85",4,5,0.0017,"Diaptomidae adult",1,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"A","RL85",4,5,0.0017,"Acanthocyclops adult",2,NA,NA
"Cage Prototypes",2019,2019-02-21,"Rio Vista",NA,"FCCL Control","RG33",3,5,0.0017,"Eurytemora carolleeae adult",1,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"E","RD59",3,5,0.0012,"Diaptomidae adult",1,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"E","RH57",5,3,0.0125,"Acanthocyclops adult",1,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"C","RJ61",3,5,0.0022,"Acanthocyclops adult",3,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"C","RJ61",3,5,0.0022,"Osphranticum labronectum adult",1,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"D","OO99",3,5,0.0015,"Acanthocyclops adult",1,NA,NA
"Cage Prototypes",2019,2019-02-21,"Rio Vista",NA,"FCCL Control","RC02",3,4,0.0015,"Eurytemora carolleeae adult",2,NA,NA
"Cage Prototypes",2019,2019-02-21,"Rio Vista",NA,"FCCL Control","OO81",5,5,0.0114,"Diptera adult",1,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"E","RD51",4,3,0.0048,"Osphranticum labronectum adult",1,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"A","RD60",4,5,0.0033,"Diaptomidae adult",1,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"A","RD60",4,5,0.0033,"Acanthocyclops adult",2,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"A","RD60",4,5,0.0033,"Eurytemora carolleeae adult",3,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"A","RD60",4,5,0.0033,"Sinocalanus doerrii adult",3,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"A","RC93",5,5,0.0022,"Acanthocyclops adult",4,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"A","RC93",5,5,0.0022,"Eurytemora carolleeae adult",1,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"F","RK10",3,5,0.0038,"Acanthocyclops adult",3,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"D","RA19",3,3,0.0055,"Acanthocyclops adult",1,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"F","RH56",4,5,0.0051,"Acanthocyclops adult",1,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"B","RI44",4,3,0.0079,"Acanthocyclops adult",1,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"F","RI06",4,5,0.0041,"Acanthocyclops adult",1,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"F","RK46",4,4,0.0035,"Acanthocyclops adult",3,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"F","RJ50",4,5,0.0045,"Diaptomidae adult",1,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"F","RJ50",4,5,0.0045,"Acanthocyclops adult",4,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"B","RI65",4,5,0.0057,"Osphranticum labronectum adult",1,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"B","RI65",4,5,0.0057,"Diaptomidae adult",1,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"B","RI65",4,5,0.0057,"Acanthocyclops adult",18,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"B","RI84",4,5,0.0063,"Osphranticum labronectum adult",1,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"B","RI84",4,5,0.0063,"Acanthocyclops adult",6,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"B","RI84",4,5,0.0063,"Insecta adult",1,NA,"too digested to ID further"
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"B","RN90",2,5,0,"Acanthocyclops adult",1,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"A","RA34",4,4,0.0057,"Osphranticum labronectum adult",1,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"A","RN82",4,5,0.0034,"Osphranticum labronectum adult",2,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"A","RN82",4,5,0.0034,"Acanthocyclops adult",5,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"B","RD03",4,4,0.005,"Acanthocyclops adult",7,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"A","RD84",4,5,0.0049,"Diaptomidae adult",1,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"A","RD84",4,5,0.0049,"Osphranticum labronectum adult",1,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"A","RD84",4,5,0.0049,"Acanthocyclops adult",3,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"A","RL75",4,5,0.0033,"Acanthocyclops adult",4,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"A","RK80",4,5,0.0035,"Acanthocyclops adult",3,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"C","RN49",4,5,0.0021,"Osphranticum labronectum adult",1,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"C","RN49",4,5,0.0021,"Acanthocyclops adult",6,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"C","RN71",4,4,0.0036,"Diaptomidae adult",1,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"C","RN71",4,4,0.0036,"Acanthocyclops adult",6,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"C","RH59",5,5,0.0059,"Diaptomidae adult",1,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"C","RH59",5,5,0.0059,"Acanthocyclops adult",12,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"A","RC21",4,4,0.0019,"Acanthocyclops adult",1,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"A","RC21",4,4,0.0019,"Eurytemora carolleeae adult",2,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"A","RG36",4,5,0.0026,"Diaptomidae adult",2,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"A","RG36",4,5,0.0026,"Acanthocyclops adult",3,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"A","RG36",4,5,0.0026,"Eurytemora carolleeae adult",4,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"A","RG36",4,5,0.0026,"Sinocalanus doerrii adult",1,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"F","RI53",4,5,0.005,"Acanthocyclops adult",1,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"A","RK61",4,5,0.0041,"Acanthocyclops adult",1,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"E","RG46",4,5,0.0045,"Acanthocyclops adult",10,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"F","RC18",4,5,0.0046,"Acanthocyclops adult",5,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"B","RA74",4,5,0.0032,"Acanthocyclops adult",6,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"A","RL03",4,5,0.0031,"Acanthocyclops adult",3,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"A","RA72",4,5,0.0018,"Acanthocyclops adult",6,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"B","RC37",4,5,0.0056,"Acanthocyclops adult",3,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"A","RA76",4,5,0.004,"Acanthocyclops adult",3,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"B","RB75",4,5,0.0034,"Osphranticum labronectum adult",1,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"C","RL05",4,5,0.0022,"Diaptomidae adult",1,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"C","RL05",4,5,0.0022,"Acanthocyclops adult",3,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"F","RF93",4,5,0.0072,"Diaptomidae adult",1,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"F","RF93",4,5,0.0072,"Acanthocyclops adult",9,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"E","RC55",4,5,0.002,"Eurytemora carolleeae adult",1,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"E","RC55",4,5,0.002,"Acanthocyclops adult",1,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"B","RC42",4,5,0.0046,"Acanthocyclops adult",6,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"D","RJ83",5,5,0.004,"Acanthocyclops adult",3,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"E","RF56",2,5,0.001,"Diaptomidae adult",1,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"E","RF56",2,5,0.001,"Osphranticum labronectum adult",1,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"E","RF56",2,5,0.001,"Acanthocyclops adult",2,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"D","RF19",4,5,0.0014,"Acanthocyclops adult",4,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"D","RF22",2,5,5e-04,"Acanthocyclops adult",2,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"E","RH26",4,5,0.0047,"Diaptomidae adult",2,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"E","RH26",4,5,0.0047,"Acanthocyclops adult",11,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"C","RG68",4,5,8e-04,"Acanthocyclops adult",3,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"D","RH02",4,5,0.0014,"Diaptomidae adult",1,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"D","RH02",4,5,0.0014,"Acanthocyclops adult",1,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"E","RH85",4,5,0.0035,"Acanthocyclops adult",3,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"F","RG55",5,5,0.0069,"Osphranticum labronectum adult",1,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"F","RG55",5,5,0.0069,"Diaptomidae adult",1,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"F","RG55",5,5,0.0069,"Acanthocyclops adult",3,NA,NA
"Cage Prototypes",2019,2019-02-21,"Rio Vista",NA,"FCCL Control","RB38",3,5,6e-04,"Pseudodiaptomus forbesi adult",1,NA,NA
"Cage Prototypes",2019,2019-02-25,"Rio Vista",NA,"D","RF51",4,5,0.0038,"Acanthocyclops adult",13,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"A","RB67",4,4,0.0011,"Acanthocyclops adult",1,NA,NA
"Cage Prototypes",2019,2019-02-21,"Rio Vista",NA,"FCCL Control","OO40",4,4,0.002,"Chironomidae adult",1,NA,NA
"Cage Prototypes",2019,2019-02-21,"Rio Vista",NA,"FCCL Control","RK89",3,5,0.0013,"Sinocalanus doerrii adult",1,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"A","RB47",4,4,0.0036,"Diaptomidae adult",5,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"A","RB47",4,4,0.0036,"Acanthocyclops adult",13,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"A","RB47",4,4,0.0036,"Eurytemora carolleeae adult",12,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"A","RB47",4,4,0.0036,"Sinocalanus doerrii adult",4,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"A","RK69",3,5,0.0017,"Diaptomidae adult",3,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"A","RK69",3,5,0.0017,"Acanthocyclops adult",2,NA,NA
"Cage Prototypes",2019,2019-03-27,"SDWSC",NA,"A","RK69",3,5,0.0017,"Eurytemora carolleeae adult",4,NA,NA
"Suisun Marsh Pilot",2019,2019-11-06,"Rio Vista",NA,"B","RV_110619_23",5,5,0.0012,"Pseudodiaptomus forbesi adult",6,NA,NA
"Suisun Marsh Pilot",2019,2019-11-06,"Rio Vista",NA,"B","RV_110619_23",5,5,0.0012,"Eurytemora carolleeae adult",1,NA,NA
"Suisun Marsh Pilot",2019,2019-11-06,"Rio Vista",NA,"C","RV_110619_37",3,5,5e-04,"Pseudodiaptomus forbesi adult",7,NA,NA
