"Study","Site","Year","Month","Date","Enclosure","Treatment","FishID","Tag","Error","Empty","Fullness","Digestion","FullStomachWeight","EmptyStomachWeight","StomachWeightDifference","TotalContentsWeight","Taxon","Count","TaxaWeight","Comments"
"Biofouling Study","Suisun Marsh","2023","10",2023-10-10,"8","Scrub","2023_BFS_C8N27","C8N27","FALSE","N",5,5,"0.0134","0.008",0.0054,0.0017,"Amphipoda parts",0,NA,NA
"Biofouling Study","Suisun Marsh","2023","10",2023-10-10,"8","Scrub","2023_BFS_C8N27","C8N27","FALSE","N",5,5,"0.0134","0.008",0.0054,0.0017,"Animal parts",0,NA,"too digested to ID"
"Biofouling Study","Suisun Marsh","2023","10",2023-10-10,"8","Scrub","2023_BFS_C8N27","C8N27","FALSE","N",5,5,"0.0134","0.008",0.0054,0.0017,"Gammaridae",4,NA,NA
"Biofouling Study","Suisun Marsh","2023","10",2023-10-10,"8","Scrub","2023_BFS_C8N27","C8N27","FALSE","N",5,5,"0.0134","0.008",0.0054,0.0017,"Harpacticoida",2,NA,NA
"Biofouling Study","Suisun Marsh","2023","10",2023-10-10,"8","Scrub","2023_BFS_C8N27","C8N27","FALSE","N",5,5,"0.0134","0.008",0.0054,0.0017,"Limnoithona tetraspina adult",2,NA,NA
"Biofouling Study","Suisun Marsh","2023","10",2023-10-10,"8","Scrub","2023_BFS_C8N27","C8N27","FALSE","N",5,5,"0.0134","0.008",0.0054,0.0017,"Nippoleucon hinumensis",4,NA,NA
"Biofouling Study","Suisun Marsh","2023","10",2023-10-10,"8","Scrub","2023_BFS_C8N27","C8N27","FALSE","N",5,5,"0.0134","0.008",0.0054,0.0017,"Plant material",0,NA,NA
"Biofouling Study","Suisun Marsh","2023","10",2023-10-10,"8","Scrub","2023_BFS_C8N33","C8N33","FALSE","N",4,6,"0.0137","0.0059",0.0078,0.0018,"Gammaridae",2,NA,NA
"Biofouling Study","Suisun Marsh","2023","10",2023-10-10,"8","Scrub","2023_BFS_C8N33","C8N33","FALSE","N",4,6,"0.0137","0.0059",0.0078,0.0018,"Harpacticoida",1,NA,NA
"Biofouling Study","Suisun Marsh","2023","10",2023-10-10,"8","Scrub","2023_BFS_C8N33","C8N33","FALSE","N",4,6,"0.0137","0.0059",0.0078,0.0018,"Limnoithona tetraspina adult",10,NA,NA
"Biofouling Study","Suisun Marsh","2023","10",2023-10-10,"8","Scrub","2023_BFS_C8N33","C8N33","FALSE","N",4,6,"0.0137","0.0059",0.0078,0.0018,"Pseudodiaptomus forbesi adult",1,NA,NA
"Biofouling Study","Suisun Marsh","2023","10",2023-10-10,"8","Scrub","2023_BFS_C8N33","C8N33","FALSE","N",4,6,NA,NA,NA,0.0018,"Pseudodiaptomus forbesi copepodid",1,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"C1","High","2021_DBS_DSM_2021-02-11_HDI_C1","HDI_C1","FALSE","N",2,5,NA,NA,NA,NA,"Daphnia",3,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"C10","High","2021_DBS_DSM_2021-02-11_HDI_C10","HDI_C10","FALSE","N",4,5,NA,NA,NA,4e-04,"Acanthocyclops adult",1,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"C10","High","2021_DBS_DSM_2021-02-11_HDI_C10","HDI_C10","FALSE","N",4,5,NA,NA,NA,4e-04,"Acanthocyclops copepodid",5,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"C10","High","2021_DBS_DSM_2021-02-11_HDI_C10","HDI_C10","FALSE","N",4,5,NA,NA,NA,4e-04,"Ceriodaphnia",1,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"C10","High","2021_DBS_DSM_2021-02-11_HDI_C10","HDI_C10","FALSE","N",4,5,NA,NA,NA,4e-04,"Cyclopoida copepodid",1,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"C10","High","2021_DBS_DSM_2021-02-11_HDI_C10","HDI_C10","FALSE","N",4,5,NA,NA,NA,4e-04,"Daphnia",9,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"C10","High","2021_DBS_DSM_2021-02-11_HDI_C10","HDI_C10","FALSE","N",4,5,NA,NA,NA,4e-04,"Eucyclops adult",1,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"C10","High","2021_DBS_DSM_2021-02-11_HDI_C10","HDI_C10","FALSE","N",4,5,NA,NA,NA,4e-04,"Osphranticum labronectum adult",1,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"C10","High","2021_DBS_DSM_2021-02-11_HDI_C10","HDI_C10","FALSE","N",4,5,NA,NA,NA,4e-04,"Pseudodiaptomus forbesi adult",2,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"C11","High","2021_DBS_DSM_2021-02-11_HDI_C11","HDI_C11","FALSE","N",5,5,NA,NA,NA,4e-04,"Acanthocyclops copepodid",8,NA,"very small"
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"C11","High","2021_DBS_DSM_2021-02-11_HDI_C11","HDI_C11","FALSE","N",5,5,NA,NA,NA,4e-04,"Amphipoda",1,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"C11","High","2021_DBS_DSM_2021-02-11_HDI_C11","HDI_C11","FALSE","N",5,5,NA,NA,NA,4e-04,"Chydoridae",2,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"C11","High","2021_DBS_DSM_2021-02-11_HDI_C11","HDI_C11","FALSE","N",5,5,NA,NA,NA,4e-04,"Daphnia",12,4e-04,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"C11","High","2021_DBS_DSM_2021-02-11_HDI_C11","HDI_C11","FALSE","N",5,5,NA,NA,NA,4e-04,"Diacyclops thomasi adult",3,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"C11","High","2021_DBS_DSM_2021-02-11_HDI_C11","HDI_C11","FALSE","N",5,5,NA,NA,NA,4e-04,"Diaptomidae adult",2,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"C11","High","2021_DBS_DSM_2021-02-11_HDI_C11","HDI_C11","FALSE","N",5,5,NA,NA,NA,4e-04,"Eucyclops adult",4,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"C11","High","2021_DBS_DSM_2021-02-11_HDI_C11","HDI_C11","FALSE","N",5,5,NA,NA,NA,4e-04,"Eurytemora carolleeae adult",2,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"C11","High","2021_DBS_DSM_2021-02-11_HDI_C11","HDI_C11","FALSE","N",5,5,NA,NA,NA,4e-04,"Harpacticoida",2,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"C11","High","2021_DBS_DSM_2021-02-11_HDI_C11","HDI_C11","FALSE","N",5,5,NA,NA,NA,4e-04,"Osphranticum labronectum adult",1,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"C11","High","2021_DBS_DSM_2021-02-11_HDI_C11","HDI_C11","FALSE","N",5,5,NA,NA,NA,4e-04,"Sida",1,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"C2","High","2021_DBS_DSM_2021-02-11_HDI_C2","HDI_C2","FALSE","N",5,5,NA,NA,NA,0.0013,"Animal parts",0,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"C2","High","2021_DBS_DSM_2021-02-11_HDI_C2","HDI_C2","FALSE","N",5,5,NA,NA,NA,0.0013,"Chironomidae larvae",1,4e-04,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"C2","High","2021_DBS_DSM_2021-02-11_HDI_C2","HDI_C2","FALSE","N",5,5,NA,NA,NA,0.0013,"Cyclopoida",2,NA,"no urosome"
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"C2","High","2021_DBS_DSM_2021-02-11_HDI_C2","HDI_C2","FALSE","N",5,5,NA,NA,NA,0.0013,"Daphnia",4,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"C2","High","2021_DBS_DSM_2021-02-11_HDI_C2","HDI_C2","FALSE","N",5,5,NA,NA,NA,0.0013,"Diacyclops thomasi copepodid",2,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"C2","High","2021_DBS_DSM_2021-02-11_HDI_C2","HDI_C2","FALSE","N",5,5,NA,NA,NA,0.0013,"Eucyclops adult",3,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"C2","High","2021_DBS_DSM_2021-02-11_HDI_C2","HDI_C2","FALSE","N",5,5,NA,NA,NA,0.0013,"Eurytemora carolleeae adult",2,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"C2","High","2021_DBS_DSM_2021-02-11_HDI_C2","HDI_C2","FALSE","N",5,5,NA,NA,NA,0.0013,"Gammaridea juvenile",3,9e-04,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"C2","High","2021_DBS_DSM_2021-02-11_HDI_C2","HDI_C2","FALSE","N",5,5,NA,NA,NA,0.0013,"Macrocyclops adult",1,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"C2","High","2021_DBS_DSM_2021-02-11_HDI_C2","HDI_C2","FALSE","N",5,5,NA,NA,NA,0.0013,"Macrocyclops copepodid",1,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"C2","High","2021_DBS_DSM_2021-02-11_HDI_C2","HDI_C2","FALSE","N",5,5,NA,NA,NA,0.0013,"Osphranticum labronectum adult",2,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"C3","High","2021_DBS_DSM_2021-02-11_HDI_C3","HDI_C3","FALSE","N",2,5,NA,NA,NA,NA,"Daphnia",6,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"C3","High","2021_DBS_DSM_2021-02-11_HDI_C3","HDI_C3","FALSE","N",2,5,NA,NA,NA,NA,"Gammaridea juvenile",2,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"C3","High","2021_DBS_DSM_2021-02-11_HDI_C3","HDI_C3","FALSE","N",2,5,NA,NA,NA,NA,"Macrocyclops copepodid",1,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"C3","High","2021_DBS_DSM_2021-02-11_HDI_C3","HDI_C3","FALSE","N",2,5,NA,NA,NA,NA,"Pseudodiaptomus forbesi copepodid",1,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"C4","High","2021_DBS_DSM_2021-02-11_HDI_C4","HDI_C4","FALSE","N",3,5,NA,NA,NA,NA,"Ceriodaphnia",2,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"C4","High","2021_DBS_DSM_2021-02-11_HDI_C4","HDI_C4","FALSE","N",3,5,NA,NA,NA,NA,"Chironomidae larvae",1,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"C4","High","2021_DBS_DSM_2021-02-11_HDI_C4","HDI_C4","FALSE","N",3,5,NA,NA,NA,NA,"Chydorus",1,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"C4","High","2021_DBS_DSM_2021-02-11_HDI_C4","HDI_C4","FALSE","N",3,5,NA,NA,NA,NA,"Daphnia",5,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"C4","High","2021_DBS_DSM_2021-02-11_HDI_C4","HDI_C4","FALSE","N",3,5,NA,NA,NA,NA,"Plant material",0,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"C4","High","2021_DBS_DSM_2021-02-11_HDI_C4","HDI_C4","FALSE","N",3,5,NA,NA,NA,NA,"Simocephalus",2,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"C5","High","2021_DBS_DSM_2021-02-11_HDI_C5","HDI_C5","FALSE","N",3,5,NA,NA,NA,NA,"Acanthocyclops copepodid",1,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"C5","High","2021_DBS_DSM_2021-02-11_HDI_C5","HDI_C5","FALSE","N",3,5,NA,NA,NA,NA,"Chironomidae larvae",1,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"C5","High","2021_DBS_DSM_2021-02-11_HDI_C5","HDI_C5","FALSE","N",3,5,NA,NA,NA,NA,"Cyclopoida copepodid",1,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"C5","High","2021_DBS_DSM_2021-02-11_HDI_C5","HDI_C5","FALSE","N",3,5,NA,NA,NA,NA,"Daphnia",8,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"C5","High","2021_DBS_DSM_2021-02-11_HDI_C5","HDI_C5","FALSE","N",3,5,NA,NA,NA,NA,"Gammaridea juvenile",2,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"C6","High","2021_DBS_DSM_2021-02-11_HDI_C6","HDI_C6","FALSE","N",2,5,NA,NA,NA,NA,"Daphnia",2,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"C6","High","2021_DBS_DSM_2021-02-11_HDI_C6","HDI_C6","FALSE","N",2,5,NA,NA,NA,NA,"Gammaridea juvenile",2,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"C6","High","2021_DBS_DSM_2021-02-11_HDI_C6","HDI_C6","FALSE","N",2,5,NA,NA,NA,NA,"Ostracoda",1,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"C7","High","2021_DBS_DSM_2021-02-11_HDI_C7","HDI_C7","FALSE","N",3,5,NA,NA,NA,4e-04,"Acanthocyclops adult",2,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"C7","High","2021_DBS_DSM_2021-02-11_HDI_C7","HDI_C7","FALSE","N",3,5,NA,NA,NA,4e-04,"Acanthocyclops copepodid",3,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"C7","High","2021_DBS_DSM_2021-02-11_HDI_C7","HDI_C7","FALSE","N",3,5,NA,NA,NA,4e-04,"Ceriodaphnia",2,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"C7","High","2021_DBS_DSM_2021-02-11_HDI_C7","HDI_C7","FALSE","N",3,5,NA,NA,NA,4e-04,"Daphnia",9,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"C7","High","2021_DBS_DSM_2021-02-11_HDI_C7","HDI_C7","FALSE","N",3,5,NA,NA,NA,4e-04,"Diacyclops thomasi adult",1,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"C7","High","2021_DBS_DSM_2021-02-11_HDI_C7","HDI_C7","FALSE","N",3,5,NA,NA,NA,4e-04,"Diacyclops thomasi copepodid",1,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"C7","High","2021_DBS_DSM_2021-02-11_HDI_C7","HDI_C7","FALSE","N",3,5,NA,NA,NA,4e-04,"Eucyclops adult",2,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"C7","High","2021_DBS_DSM_2021-02-11_HDI_C7","HDI_C7","FALSE","N",3,5,NA,NA,NA,4e-04,"Gammaridea juvenile",3,3e-04,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"C7","High","2021_DBS_DSM_2021-02-11_HDI_C7","HDI_C7","FALSE","N",3,5,NA,NA,NA,4e-04,"Osphranticum labronectum adult",1,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"C8","High","2021_DBS_DSM_2021-02-11_HDI_C8","HDI_C8","FALSE","Y",1,1,NA,NA,NA,0,"None",0,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"C9","High","2021_DBS_DSM_2021-02-11_HDI_C9","HDI_C9","FALSE","N",3,5,NA,NA,NA,3e-04,"Acanthocyclops copepodid",4,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"C9","High","2021_DBS_DSM_2021-02-11_HDI_C9","HDI_C9","FALSE","N",3,5,NA,NA,NA,3e-04,"Daphnia",11,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"C9","High","2021_DBS_DSM_2021-02-11_HDI_C9","HDI_C9","FALSE","N",3,5,NA,NA,NA,3e-04,"Eucyclops adult",1,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"C9","High","2021_DBS_DSM_2021-02-11_HDI_C9","HDI_C9","FALSE","N",3,5,NA,NA,NA,3e-04,"Eurytemora carolleeae adult",2,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"C9","High","2021_DBS_DSM_2021-02-11_HDI_C9","HDI_C9","FALSE","N",3,5,NA,NA,NA,3e-04,"Pseudodiaptomus forbesi adult",3,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"C9","High","2021_DBS_DSM_2021-02-11_HDI_C9","HDI_C9","FALSE","N",3,5,NA,NA,NA,3e-04,"Simocephalus",1,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"D1","Low","2021_DBS_DSM_2021-02-11_LDI_D1","LDI_D1","FALSE","N",4,5,NA,NA,NA,0.0018,"Acanthocyclops copepodid",1,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"D1","Low","2021_DBS_DSM_2021-02-11_LDI_D1","LDI_D1","FALSE","N",4,5,NA,NA,NA,0.0018,"Daphnia",15,5e-04,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"D1","Low","2021_DBS_DSM_2021-02-11_LDI_D1","LDI_D1","FALSE","N",4,5,NA,NA,NA,0.0018,"Diacyclops thomasi copepodid",1,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"D1","Low","2021_DBS_DSM_2021-02-11_LDI_D1","LDI_D1","FALSE","N",4,5,NA,NA,NA,0.0018,"Eucyclops copepodid",1,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"D1","Low","2021_DBS_DSM_2021-02-11_LDI_D1","LDI_D1","FALSE","N",4,5,NA,NA,NA,0.0018,"Gammaridea juvenile",4,8e-04,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"D1","Low","2021_DBS_DSM_2021-02-11_LDI_D1","LDI_D1","FALSE","N",4,5,NA,NA,NA,0.0018,"Pseudodiaptomus forbesi adult",2,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"D1","Low","2021_DBS_DSM_2021-02-11_LDI_D1","LDI_D1","FALSE","N",4,5,NA,NA,NA,0.0018,"Simocephalus",3,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"D10","Low","2021_DBS_DSM_2021-02-11_LDI_D10","LDI_D10","FALSE","N",2,5,NA,NA,NA,NA,"Acanthocyclops copepodid",1,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"D10","Low","2021_DBS_DSM_2021-02-11_LDI_D10","LDI_D10","FALSE","N",2,5,NA,NA,NA,NA,"Amphipoda",1,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"D10","Low","2021_DBS_DSM_2021-02-11_LDI_D10","LDI_D10","FALSE","N",2,5,NA,NA,NA,NA,"Daphnia",6,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"D2","Low","2021_DBS_DSM_2021-02-11_LDL_D2","LDL_D2","FALSE","N",3,5,NA,NA,NA,0.0019,"Amphipoda",1,0.0016,"large but too digested to ID"
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"D2","Low","2021_DBS_DSM_2021-02-11_LDL_D2","LDL_D2","FALSE","N",3,5,NA,NA,NA,0.0019,"Daphnia",7,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"D2","Low","2021_DBS_DSM_2021-02-11_LDL_D2","LDL_D2","FALSE","N",3,5,NA,NA,NA,0.0019,"Eucyclops adult",1,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"D2","Low","2021_DBS_DSM_2021-02-11_LDL_D2","LDL_D2","FALSE","N",3,5,NA,NA,NA,0.0019,"Gammaridea juvenile",3,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"D2","Low","2021_DBS_DSM_2021-02-11_LDL_D2","LDL_D2","FALSE","N",3,5,NA,NA,NA,0.0019,"Macrocyclops adult",1,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"D2","Low","2021_DBS_DSM_2021-02-11_LDL_D2","LDL_D2","FALSE","N",3,5,NA,NA,NA,0.0019,"Pseudodiaptomus forbesi adult",2,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"D2","Low","2021_DBS_DSM_2021-02-11_LDL_D2","LDL_D2","FALSE","N",3,5,NA,NA,NA,0.0019,"Sinocalanus doerrii copepodid",1,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"D3","Low","2021_DBS_DSM_2021-02-11_LDL_D3","LDL_D3","FALSE","N",2,5,NA,NA,NA,3e-04,"Daphnia",4,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"D3","Low","2021_DBS_DSM_2021-02-11_LDL_D3","LDL_D3","FALSE","N",2,5,NA,NA,NA,3e-04,"Diacyclops thomasi copepodid",1,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"D3","Low","2021_DBS_DSM_2021-02-11_LDL_D3","LDL_D3","FALSE","N",2,5,NA,NA,NA,3e-04,"Eurytemora carolleeae adult",1,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"D3","Low","2021_DBS_DSM_2021-02-11_LDL_D3","LDL_D3","FALSE","N",2,5,NA,NA,NA,3e-04,"Gammaridea juvenile",1,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"D3","Low","2021_DBS_DSM_2021-02-11_LDL_D3","LDL_D3","FALSE","N",2,5,NA,NA,NA,3e-04,"Osphranticum labronectum adult",1,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"D3","Low","2021_DBS_DSM_2021-02-11_LDL_D3","LDL_D3","FALSE","N",2,5,NA,NA,NA,3e-04,"Simocephalus",2,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"D3","Low","2021_DBS_DSM_2021-02-11_LDL_D3","LDL_D3","FALSE","N",2,5,NA,NA,NA,3e-04,"Unidentified eggs",27,NA,"doesn’t belong to other taxa but very small"
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"D4","Low","2021_DBS_DSM_2021-02-11_LDI_D4","LDI_D4","FALSE","N",3,5,NA,NA,NA,5e-04,"Acanthocyclops adult",2,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"D4","Low","2021_DBS_DSM_2021-02-11_LDI_D4","LDI_D4","FALSE","N",3,5,NA,NA,NA,5e-04,"Amphipoda",1,4e-04,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"D4","Low","2021_DBS_DSM_2021-02-11_LDI_D4","LDI_D4","FALSE","N",3,5,NA,NA,NA,5e-04,"Ceriodaphnia",2,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"D4","Low","2021_DBS_DSM_2021-02-11_LDI_D4","LDI_D4","FALSE","N",3,5,NA,NA,NA,5e-04,"Daphnia",5,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"D4","Low","2021_DBS_DSM_2021-02-11_LDI_D4","LDI_D4","FALSE","N",3,5,NA,NA,NA,5e-04,"Harpacticoida",1,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"D4","Low","2021_DBS_DSM_2021-02-11_LDI_D4","LDI_D4","FALSE","N",3,5,NA,NA,NA,5e-04,"Macrocyclops adult",1,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"D5","Low","2021_DBS_DSM_2021-02-11_LDI_D5","LDI_D5","FALSE","N",5,5,NA,NA,NA,0.0019,"Acanthocyclops adult",2,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"D5","Low","2021_DBS_DSM_2021-02-11_LDI_D5","LDI_D5","FALSE","N",5,5,NA,NA,NA,0.0019,"Alona",1,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"D5","Low","2021_DBS_DSM_2021-02-11_LDI_D5","LDI_D5","FALSE","N",5,5,NA,NA,NA,0.0019,"Animal parts",0,3e-04,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"D5","Low","2021_DBS_DSM_2021-02-11_LDI_D5","LDI_D5","FALSE","N",5,5,NA,NA,NA,0.0019,"Bosmina",1,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"D5","Low","2021_DBS_DSM_2021-02-11_LDI_D5","LDI_D5","FALSE","N",5,5,NA,NA,NA,0.0019,"Ceriodaphnia",1,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"D5","Low","2021_DBS_DSM_2021-02-11_LDI_D5","LDI_D5","FALSE","N",5,5,NA,NA,NA,0.0019,"Daphnia",21,0.0015,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"D5","Low","2021_DBS_DSM_2021-02-11_LDI_D5","LDI_D5","FALSE","N",5,5,NA,NA,NA,0.0019,"Eurytemora carolleeae adult",3,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"D5","Low","2021_DBS_DSM_2021-02-11_LDI_D5","LDI_D5","FALSE","N",5,5,NA,NA,NA,0.0019,"Macrocyclops copepodid",1,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"D5","Low","2021_DBS_DSM_2021-02-11_LDI_D5","LDI_D5","FALSE","N",5,5,NA,NA,NA,0.0019,"Pseudodiaptomus forbesi adult",5,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"D5","Low","2021_DBS_DSM_2021-02-11_LDI_D5","LDI_D5","FALSE","N",5,5,NA,NA,NA,0.0019,"Simocephalus",5,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"D6","Low","2021_DBS_DSM_2021-02-11_LDL_D6","LDL_D6","FALSE","N",4,5,NA,NA,NA,0.0014,"Acanthocyclops adult",2,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"D6","Low","2021_DBS_DSM_2021-02-11_LDL_D6","LDL_D6","FALSE","N",4,5,NA,NA,NA,0.0014,"Animal parts",0,8e-04,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"D6","Low","2021_DBS_DSM_2021-02-11_LDL_D6","LDL_D6","FALSE","N",4,5,NA,NA,NA,0.0014,"Bosmina",1,NA,"just the head and rostrum"
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"D6","Low","2021_DBS_DSM_2021-02-11_LDL_D6","LDL_D6","FALSE","N",4,5,NA,NA,NA,0.0014,"Calanoida",1,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"D6","Low","2021_DBS_DSM_2021-02-11_LDL_D6","LDL_D6","FALSE","N",4,5,NA,NA,NA,0.0014,"Daphnia",9,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"D6","Low","2021_DBS_DSM_2021-02-11_LDL_D6","LDL_D6","FALSE","N",4,5,NA,NA,NA,0.0014,"Gammaridea juvenile",3,NA,NA
"Domestication/Behavior","Rio Vista","2021","2",2021-02-11,"D6","Low","2021_DBS_DSM_2021-02-11_LDL_D6","LDL_D6","FALSE","N",4,5,NA,NA,NA,0.0014,"Macrocyclops copepodid",1,NA,NA
